Title,Link,Description,Tags
"Matritva, Shishu Evam Baalika Madad Yojana",https://www.myscheme.gov.in/schemes/mesy,"""Maatrtv, Shishu Evan Baalika Madad Yojana"" is a initiative of Uttar Pradesh state Government to provide the financial assistance to the mother and her girl child.","Financial Assistance, Woman Empowerment, Girl Child"
Media Person Pension Scheme,https://www.myscheme.gov.in/schemes/mpps,"The scheme “Media Person Pension Scheme” was launched by the Department of Information, Public Relations and Languages, Haryana on 07th December 2017.","Media Persons, Pension, Journalism, Honorarium"
Medical Assistance (ANBOCWWB),https://www.myscheme.gov.in/schemes/maanbocwwb,"The scheme provides medical assistance to the Building & Other Construction Workers, who are registered under the A&N Islands Building and Other Construction Workers Welfare Board, and his/her dependents' family members during hospitalization due to accident or illness.","Medical Assistance, Building Worker, Construction Worker, Labour, Hospital"
Medical Assistance (A.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/ma-abocwwb,"Medical assistance shall be provided to Building & Other Construction Workers who are registered under A.B.O.C.W.W.B. during hospitalization, partial disability & for critical diseases such as Cancer, Heart attack, Failure of kidney, Liver cirrhosis etc. as per the decision of the Board.","Medical, Construction Worker, Hospital, Partial Disability, Critical Diseases, Labour"
Medical Assistance (MBOCWWB),https://www.myscheme.gov.in/schemes/mambocwwb,The scheme provides financial assistance to registered construction workers who are hospitalized for five or more days due to an accident or any disease.,"Medical, Building Worker, Construction Worker, Financial Assistance, Labour, Accident, Disease"
Medical Assistance Scheme (PBAOCWWB),https://www.myscheme.gov.in/schemes/mas-pbaocwwb,"The ""Medical Assistance"" scheme provides financial assistance to Construction Workers hospitalized for five or more days due to an accident or disease. The financial assistance shall be ₹500/- for the first 5 days and ₹50/- each for the remaining days, subject to a maximum of ₹1,5000/-.","Medical, Hospital, Financial Assistance, Accident, Disease, Construction, Worker"
Medical Assistance (GBOCWWB),https://www.myscheme.gov.in/schemes/ma-gbocwwb,"Through the ""Medical Assistance (GBOCWWB)"" scheme, the worker who is hospitalized for 5 or more days due to an accident or any disease is provided with ₹400/- for the first 5 days and ₹40/- for the remaining days, subject to a maximum ₹2,000/-.","Patient, Accident, Disease, Surgery, Medical, Labour"
Medical Assistance and Wage Loss for the Construction Workers,https://www.myscheme.gov.in/schemes/mawlftcw,"The ""Medical Assistance and Wage Loss for the Construction Workers'' by the BOCW Welfare Board, U.T. of DNH & DD, is a welfare scheme that provides medical expenses for injuries sustained during employment and will pay half-monthly wages during the period of disablement to the eligible worker.","Labour, Medical Assistance, Wage Loss, Building Worker, Construction Worker"
Medical Assistance for the Construction Worker,https://www.myscheme.gov.in/schemes/maftcwsbw,"The ""Medical Assistance for the Construction Workers"" by the Sikkim BOCW Welfare Board, Labour Department, is a welfare scheme of the board that provides medical expenses for the treatment of the registered beneficiary and /or his dependents.","Labour, Medical Support, Construction Workers, Financial Assistance"
Medical Assistance/Wage Compensation during Illness (HBOCWWB),https://www.myscheme.gov.in/schemes/mawcihbocwwb,"Under this scheme, wage compensation or financial assistance is provided to registered workers if they are admitted to any government or empanelled private hospital for treatment for a minimum of 4 days and a maximum of 30 days.","Building Worker, Construction Worker, Labour, Financial Assistance, Wage Compensation, Illness"
Medical Assistance to Beneficiaries (HPBOCWWB),https://www.myscheme.gov.in/schemes/matbhpbocwwb,"The ""Medical Assistance to Beneficiaries"" scheme under the Labour and Employment Department HP, provides financial support for healthcare. It covers ₹50,000 for outdoor treatment, ₹1,00,000 for indoor treatment, and ₹5,00,000 for critical illnesses each year, upon submission of valid medical bills.","Building, Construction, Labour, Financial Assistance, Medical, Worker"
Medical Assistance for the Construction Workers,https://www.myscheme.gov.in/schemes/maftcw,"""Medical Assistance for the Construction Workers"" was launched by the Delhi Building and Other Construction Workers Welfare Board, Labour Dept, Delhi. The registered workers are given medical assistance upto ₹ 10,000/- in case of being hospitalized for 5 or more days due to an accident or disease.","Labour, Medical Support, Construction Workers, Hospitalization, Financial Assistance, Accidental Support"
Medical Expenses-Treatment for Major Ailments Including Surgery,https://www.myscheme.gov.in/schemes/metfmaiswb,"""Medical Expenses-Treatment for Major Ailments Including Surgery'' scheme by the BOCW Welfare Board, Labour Dept.,West Bengal, is a welfare scheme that provides medical expenses for the treatment of beneficiary or his/ her dependents suffering from Cancer, Heart disease, Kidney disease, T.B. etc.","Labour, Building Worker, Construction Worker, Treatment, Ailments, Surgery, Medical Expenses"
Merit Awards,https://www.myscheme.gov.in/schemes/ma-maha,"In the ""Merit Awards"" scheme, awards are given to the students with disability who rank 1st, 2nd, and 3rd among disabled students in the Secondary School Certificate (S.S.C.) and Higher Secondary Certificate (H.S.C.)  in their respective divisional boards of education.","Education, Award, Student With Disability, School"
Merit Based Award and Recognition Of High Performance In The Board Exams Of SSC And HSSC In The State Of Goa,https://www.myscheme.gov.in/schemes/mbarhpbe,The objective of this scheme is to motivate students by giving Merit Based Award on the benchmark of performance and to provide financial incentives to high-performing students who are economically weak. The scheme aims to increase the representation of the ST Community in the High-Rank Holders.,"Student, Scheduled Tribe, School, Education, Merit"
Merit Based Scholarship Scheme for Dhangar Students,https://www.myscheme.gov.in/schemes/mbssds,"""Merit Based Scholarship Scheme for Dhangar Students"" by the Directorate of Social Welfare, Government of Goa aims to motivate students by providing merit-based awards and financial incentives (ranging from ₹5,000/- to ₹20,000/-) to high-performing students who are economically weak.","Goa, Scholarship, Award, Dangar, Student, Social Welfare, Education, School"
Meritorious Scholarships To Vjnt And Sbc Students Studying In Secondary Schools,https://www.myscheme.gov.in/schemes/msvss,The government of Maharashtra introduced the scheme of meritorious Scholarships to VJNT and SBC students studying in Secondary Schools. To motivate Backward Class students for education.,"Students, Vimukta Jati And Nomadic Tribes, Special Backward Class, Scholarship"
Micro Finance (GBCDC),https://www.myscheme.gov.in/schemes/mfgbcdc,"The scheme aims to create self-employment for the backwards class men. Through this scheme, low interest rates and financial help are provided to the backwards class men.","Self Employment, Backward Classes, Educationally Backward Class, Socially Backward Class, Business"
Pradhan Mantri Shram Yogi Maan-dhan,https://www.myscheme.gov.in/schemes/pm-sym,The scheme aims to provide old-age income security by offering monthly pension benefits to unorganized workers and their families.,"Pension, Unorganized Workers, Old Age, Family Pension"
Pradhan Mantri Ujjwala Yojana 2.0,https://www.myscheme.gov.in/schemes/pmuy2,"Ministry of Petroleum and Natural Gas (MOPNG), introduced the ‘""Pradhan Mantri Ujjawala Yojana 2.0"" in India. The Pradhan Mantri Ujjawala Yojana (PMUY) is a scheme launched by the Government of India in 2016 to provide free LPG (liquefied petroleum gas) connections to women from below-poverty-line.","LPG, Cooking Fuel, Household, Women"
Pradhan Mantri Virasat ka Samvardhan,https://www.myscheme.gov.in/schemes/pm-vikas,"PM VIKAS is a Central sector scheme that focuses on socio-economic empowerment of six notified minorities in the country through skilling & training, women leadership & empowerment and education. The scheme integrates erstwhile skilling & education schemes of the Ministry of Minority Affairs.","Skill Development, Women Entrepeneurship, Education Of School Dropouts, Socio-economic Empowerment, Minorities"
Pragati Scholarship Scheme For Girl Students (Technical Diploma),https://www.myscheme.gov.in/schemes/psgs-dip,A scholarship scheme by AICTE for Girl Students admitted in 1st or 2nd Year of the technical diploma course in an AICTE approved institution. The benefits are provided for a period of max. of 3 years for first-year students and a max. of 2 years for second-year admitted students (later entry).,"Scholarship, Girl, Diploma, Education, Student, Higher Education, College Fee"
Pragati Scholarship Scheme For Girl Students (Technical Degree),https://www.myscheme.gov.in/schemes/psgs-deg,A scholarship scheme by MoE for Girl Students admitted in 1st or 2nd Year of the technical degree course in an AICTE approved institution. The benefits are provided for max. 4 years for first-year admitted students and max. 3 years for second-year admitted students through lateral entry.,"Female, Scholarship, Degree, Student, Education, College Fee"
Prakashan Sahayata Yojana,https://www.myscheme.gov.in/schemes/pasr,"The scheme aims to support original literary/research work related to tribal communities. Authors are provided financial assistance of ₹6,000 to ₹12,000 for publication.","Financial Assistance, Scheduled Tribe, Authors, Publication, Writer"
Pre Matric Scholarship For Scheduled Tribe Students,https://www.myscheme.gov.in/schemes/pre-st,"A scholarship scheme by Ministry of Tribal Affairs for regular, full time students from Scheduled Tribe studying in Class 9th and 10th, in a Government School or in a School recognized by Govt. or a Central/State Board of Secondary Education.","Pre Matric, Student, Scholarship, Tuition Fee, Scheduled Tribe, Social Welfare, Books, Person With Disability, PwD"
Pre-Matric Scholarship for the Students of Socially and Educationally Backward Class,https://www.myscheme.gov.in/schemes/pmsssebc,The scheme aims to provide financial aid to promote education. Scholarships are provided to eligible students of Standards 1 to 10.,"Backward Class, Primary School Students, Secondary School Students, Financial Assistance, Scholarship"
Pre-Matric Scholarships to the Children of Those Engaged in Occupations Involving Cleaning and Prone to Health Hazards,https://www.myscheme.gov.in/schemes/pmscteoicphh,"The objective of the scheme is to provide financial assistance to children whose parents/guardians belong to one of the following categories, to pursue Pre-Matric education: Tanners, Flayers, Waste Pickers and Persons who are either presently engaged in Manual Scavenging.","Scholarship, Pre-Matric, School, Education, Student"
Prime Minister's Employment Generation Programme,https://www.myscheme.gov.in/schemes/pmegp,"Launched in August 2008, Prime Minister's Employment Generation Programme (PMEGP) is a credit-linked subsidy scheme, administered by the Ministry of Micro, Small and Medium Enterprises (MSME). PMEGP aims to generate employment opportunities through the establishment of micro-enterprises in","Financial Assistance, Loan, Entrepreneur, Projects, Micro Enterprises"
"Procedure for Making ""Orphan Certificate"" for Getting Horizontal Reservation for Orphan Children",https://www.myscheme.gov.in/schemes/pmochro,"This certificate provides 5% horizontal reservation in Government/Non-Government services for affected children, including those whose both biological or adoptive parents have died within 21 years from the child’s birth. orphan children residing in voluntary or government-run homes within the state.","Orphan Child, Orphan Certificate, Horizontal Reservation"
National Family Benefit Scheme,https://www.myscheme.gov.in/schemes/nfbs,"A family welfare scheme under the umbrella scheme ‘National Social Assistance Programme’ (NSAP) by MoRD. In this scheme, financial assistance is provided to the bereaved households in case of the death of the primary breadwinner irrespective of the cause of death.","Household, Family, Below Poverty Line, BPL"
National Award for Individual Excellence,https://www.myscheme.gov.in/schemes/nafie,"The objective of this scheme is to recognize and encourage individuals working for the empowerment of persons with disabilities, including those covered under the Rights of Persons with Disabilities Act, 2016.","Disabilities, National Award, Divyangjan, Visual Impairment, Hearing Impairment"
National Awards For Empowerment Of Persons With Disabilities: National Awards For Institutions Engaged In Empowering Persons With Disabilities: Divyangjano Ke Liye Sarvshrestha Placement Agency,https://www.myscheme.gov.in/schemes/naepwdnaieepwddklspa,"The ""Divyangjano Ke Liye Sarvshrestha Placement Agency"" award is given by DoEPwD to the placement agency of PwDs (excluding Govt./State Govt./local bodies). The ceremony of the National Awards is held at Vigyan Bhawan. The National Awards are conferred by the Hon'ble President / Vice President.","Award, Placement, Agency, Person With Disability"
National Awards For Empowerment Of Persons With Disabilities: National Awards For Institutions Engaged In Empowering Persons With Disabilities: Sugamya Bharat Abhiyan Ke Karyanvayan/badhamukta Vatavaran Ke Srijan Mein Sarvshrestha Rajya/ Ut/ Zila,https://www.myscheme.gov.in/schemes/naepwdnaieepwdsbakkbvksmsrutz,"The award is given by DoEPwD for outstanding work in Sugamya Bharat Abhiyan and the creation of a barrier-free environment/working conditions for persons with disabilities, the working place with easy mobility, toilet facilities, directions in sign language, etc.","Award, District, Person With Disability, Social Welfare"
"National Awards For Empowerment Of Persons With Disabilities: National Awards For Institutions Engaged In Empowering Persons With Disabilities: Divyangjanon Ke Sashaktikaran Men Karyrat Sarveshrestha Sansthan (Private Organization, NGO)",https://www.myscheme.gov.in/schemes/naepwdnaieepwddksmksspriongo,"The ""Divangjano ke Shashaktikaran Mein Karyrat Sarveshrestha Sansthan"" award is given by DoEPwD to an organization working for the empowerment of Persons with Disabilities for a minimum period of 10 years after registration under Society Act/ Trust Act / Section 8 of Companies Act 2013.","Award, Institution, Person With Disability, Citizen Empowerment, Private Organization, NGO"
National Beekeeping & Honey Mission,https://www.myscheme.gov.in/schemes/nbhm,National Beekeeping & Honey Mission (NBHM) was announced as part of the Atmanirbhar Bharat Abhiyaan and aims  for the overall promotion & development of scientific beekeeping in the country to achieve the goal of ‘Sweet Revolution’ which is being implemented through National Bee Board (NBB),"Honey FPO, Beekeeper, Farmers, Entrepreneurs, Start Up"
National Family Assistance Scheme (Madhya Pradesh),https://www.myscheme.gov.in/schemes/nfasmp,"Launched on 15th August 1995, the ""National Family Assistance Scheme"" by the Department of Social Welfare, Government of Madhya Pradesh provides ₹20,000/- to ensure social security for bereaved families living below the poverty line in case of death of their breadwinner.","Below Poverty Line, Death, Family, Financial Assistance"
National Family Assistance Scheme- Chhattisgarh,https://www.myscheme.gov.in/schemes/nfaschh,"Under this scheme, financial assistance of ₹20,000/- is provided to the bereaved household in the case of the natural, unnatural, or accidental death of the primary breadwinner of a family living Below the Poverty Line (BPL).","Family, Financial Assistance, Death Of Breadwinner, BPL"
National Family Benefit Scheme (Punjab),https://www.myscheme.gov.in/schemes/nfbsp,"The scheme ""National Family Benefit Scheme (Punjab)"" by the Department of Social Security and Development of Women and Children, Government of Punjab, provides a lump sum assistance of ₹20,000/- is provided to the bereaved household in the event of the death of their breadwinner.","Pension, Family, BPL, Death, Financial Assistance, Social Welfare"
National Family Benefit Scheme (Maharashtra),https://www.myscheme.gov.in/schemes/nfbsm,"The scheme ""National Family Benefit Scheme (Maharashtra)"" is a social welfare scheme by the Social Justice & Special Assistance Department, Government of Maharashtra. Under this scheme, ₹20,000/-. is provided to the family in the event of the death of their primary breadwinner.","Pension, Family, BPL, Death, Below Poverty Line"
National Family Benefit Scheme (Jammu and Kashmir),https://www.myscheme.gov.in/schemes/nfbsjak,"Launched on 15th August 1995, the ""National Family Assistance Scheme"" by the Department of Social Welfare, Union Territory of Jammu and Kashmir provides ₹20,000/- to ensure social security for bereaved families living below the poverty line in case of death of their breadwinner.","Financial Assistance, Family, Below Poverty Line, Death"
National Family Benefit Scheme - Uttar Pradesh,https://www.myscheme.gov.in/schemes/nfbsup,National Family Benefit Scheme or NBFS was launched by the Uttar Pradesh state government to provide financial assistance to those families that are unable to earn the necessities in life.,"National Family Benefit, Uttar Pradesh, Financial Assistance"
National Family Benefit Scheme - Sikkim,https://www.myscheme.gov.in/schemes/nfbs-sikkim,"The scheme “National Family Benefit Scheme (NFBS)” was launched in 2016 by the Department of Women & Child Welfare, Govt. of Sikkim. Under this scheme, a lump sum amount of ₹ 30,000/- as financial assistance is provided to the bereaved household in the event of the death of the ""Primary breadwinner""","Family, Breadwinner, Financial Assistance, Below Poverty Line, Direct Benefit Transfer"
National Family Benefit Scheme - Gujarat,https://www.myscheme.gov.in/schemes/nfbsguj,"The scheme aims to provide social security to Below Poverty Line (BPL) households. Under the scheme, a one-time lump sum assistance of ₹20,000 is provided to the widow or unmarried daughter of the deceased, if the primary breadwinner, aged between 18 and 59 years, passes away.","BPL, Social Security, Family, Household, Death"
National Family Benefit Scheme- Bihar,https://www.myscheme.gov.in/schemes/nfbsb,"Under this scheme, one-time financial assistance of ₹20,000/- is provided to the bereaved family in the case of the sudden death of the earning member (breadwinner) of the family, provided the family is living below the poverty line (BPL).","Family, Death, Financial Assistance, Breadwinner, BPL"
National Family Benefit Scheme- Uttarakhand,https://www.myscheme.gov.in/schemes/nfbs-bf,"The scheme aims to provide financial assistance of ₹20,000/- to Below Poverty Line (BPL) families upon the death of the primary breadwinner (main earning member of the family) to help them cope with immediate financial hardships.","BPL, Financial Assistance, Death, Breadwinner"
National Food Security Scheme (Priority Households - White Ration Card) - Uttarakhand,https://www.myscheme.gov.in/schemes/nfssphwrc,"The scheme aims to ensure food security for economically vulnerable and priority households in Uttarakhand by providing them with a guaranteed monthly supply of food grains at subsidized rates. Under the scheme, the eligible households are entitled to 5 kg of food grains per person per month.","Ration Card, Food Distribution, White Card, Priority Household"
National Handicrafts Development Programme: Direct Benefit to Artisans - Supports to Artisans in Indigent Circumstances,https://www.myscheme.gov.in/schemes/nhdp-dba-saic,"The scheme ""Direct Benefit to Artisans - Supports to Artisans in Indigent Circumstances"" is designed to give a boost to the handicraft sector in India. Assistance of upto ₹8,000/- per month is granted to the Artisans in Indigent Circumstances in the form of monthly allowance/lump sum grant/ both.","Pension, Artisan, Handicraft, Senior Citizen, Financial Assistance, Social Welfare"
National Food Security Scheme (Antyodaya Anna Yojana - Pink Ration Card) - Uttarakhand,https://www.myscheme.gov.in/schemes/nfssaayprcuk,"The scheme aims to ensure food security for the poorest and most vulnerable families by providing them with subsidized food grains under the Antyodaya category in the state. Under the scheme, eligible beneficiaries receive 35 kg of food grains and 1 kg of sugar per ration card at subsidized rates.","Ration Card, Food Distribution, Pink Card, Antyodaya, Anna"
National Overseas Scholarship For Scheduled Caste Etc. Candidates,https://www.myscheme.gov.in/schemes/nos-sc,"A scholarship scheme by MoSJE for regular, full-time students from Scheduled Castes, Denotified Nomadic and Semi Nomadic Tribes, Landless Agricultural Labourers and Traditional Artisans; to obtain higher education viz., Master degree or Ph.D courses by studying abroad","Student, Scholarship, Scheduled Caste, International Education, PhD, Degree, Post-Graduation, Tuition Fees"
National Overseas Scholarship For Students With Disabilities,https://www.myscheme.gov.in/schemes/nos-swd,"A scholarship scheme by the Ministry of Social Justice & Empowerment for regular, full-time students with disabilities to obtain higher education viz., Master's degree, or Ph.D. courses from foreign universities, in one of the specified fields of study.","Scholarship, Student, Person With Disability, Higher Education, Degree, Empowerment, PhD, Post-Graduation"
National Youth Award,https://www.myscheme.gov.in/schemes/nya,This award is to motivate young persons to achieve excellence in the field of national development or social service and to develop in them a sense of responsibility to the community and thus to improve their potential as good citizens.,"Youth, Purashkar, National, Social Service, Good Citizens"
National Youth Corps,https://www.myscheme.gov.in/schemes/nyc,"A volunteership scheme by Ministry of Youth Affairs And Sports to tap the potential of the disciplined and dedicated youth In the age group of 18 to 29 years who have the inclination and spirit to engage in nation building exercises, to serve up to two years in Nation Building activities.","Youth, Sports, Volunteer, IT, Media, Development"
Natural Calamity Relief to Fishermen of State,https://www.myscheme.gov.in/schemes/ncrfs,"“Natural Calamity Relief to Fishermen of State” is a scheme by the Dept of Fisheries, Govt of Goa. Through this scheme, financial assistance is provided to the active fishermen who contribute to the Fishermen Corpus Relief Fund, whose fishing vessels are damaged or lost due to natural calamities.","Fishermen, Disaster, Crisis, Financial Assistance, Relief"
Natural Death Assistance for the Construction Workers,https://www.myscheme.gov.in/schemes/ndacw,"""Natural Death Assistance for the Construction Workers"" by the Delhi Building and Other Construction Workers Welfare Board, Labour Dept., Delhi, is a welfare scheme that provides financial assistance of ₹1,00,000/- to the nominees/dependents of the members in case of natural death of the worker.","Labour, Natural Death, Construction Workers, Financial Assistance"
Natural Death Benefit Scheme (PBAOCWWB),https://www.myscheme.gov.in/schemes/ndbs-pbaocwwb,"The ""Natural Death Benefit Scheme"" is a Welfare Scheme by the Puducherry Building and Other Construction Workers Welfare Board, Labour Department, Union Territory of Puducherry. Through this scheme, financial assistance of ₹70,000/- is extended to the nominees/dependents of the deceased.","Death, Construction, Worker, Financial Assistance, DBT"
Natural Death Relief (MBOCWWB),https://www.myscheme.gov.in/schemes/ndr-mbocwwb,"The ""Natural Death Relief"" scheme launched by the Manipur Building and Other Construction Workers' Welfare Board provides financial assistance to the kith and kin of a registered building worker in the event of the worker's natural death.","Financial Assistance, Death, Construction Worker, Kith And Kin"
Natural Death Relief - Telangana,https://www.myscheme.gov.in/schemes/ndr-tbocwwb,"The scheme is effective from 01.05.2018 and aims to support the families of deceased workers with financial assistance of ₹1,00,000/- to help cover funeral expenses and provide additional relief. The Telangana Government has enhanced the relief amount under the welfare scheme ""Natural Death"".","Financial Assistance, Construction Worker, Natural Death"
Natural Death and Funeral Assistance,https://www.myscheme.gov.in/schemes/ndafa,"The Art and Culture Department, Government of Tamil Nadu was launched the scheme ""Natural Death and Funeral Assistance"". This scheme provides financial assistance for the funeral and natural death of registered folk artistes to support their families during difficult times.","Death, Artist, Funeral, Financial Assistance"
Nehru Child Literature Prize,https://www.myscheme.gov.in/schemes/nclp,"The Arts and Culture Department of Puducherry launched the ""Nehru Child Literature Prize"" scheme for authors/writers. Financial assistance with a certificate will be provided for their contribution to children's literature books published in Tamil.","Financial Assistance, Author, Publication, Books"
Nekar Samman Yojana,https://www.myscheme.gov.in/schemes/nsy,"In 2020 amidst the Covid pandemic, Chief Minister of Karnataka launched a mega scheme Karnataka Nekar Samman Yojana. It was a relief scheme to provide financial support to destitute weaver of state engaged in the handloom and textile industry whose livelihood was adversely affected by the pandemic.","Nekar Samman, Financial Assistance, Handloom"
Post Matric Scholarship For Scheduled Caste,https://www.myscheme.gov.in/schemes/pmssc,"The objective of the scheme is to appreciably increase the Gross Enrolment Ratio of SC students in higher education with a focus on those from the poorest households, by providing financial assistance at the post-matriculation or post-secondary stage to enable them to complete their education.","Post Matric, Scholarship, Scheduled Cast, Punjab"
Post Matric Scholarship Students With Disabilities,https://www.myscheme.gov.in/schemes/post-dis,"A scholarship scheme by DoEPwD for students with disabilities pursuing a post-matric qualification from UGC/AICTE recognized universities, i.e. students of Class 11th, Class 12th, including Polytechnics, Post-Matriculation Diploma/Certificates and Bachelor’s/Master’s Degree/Diploma in India.","Persons With Disability, Post-Matric, Student, Scholarship, Diploma, Degree, Graduation, Post-Graduation"
Potency Development Plan,https://www.myscheme.gov.in/schemes/pdp,"The objective of this scheme is to increase the mobility of all eligible PwDs of the state by providing them artificial limbs/assistive devices. The scheme provides artificial limbs/assistive devices worth up to ₹6,900/- to PwDs of 40% or more, provided they meet the other eligibility criteria.","Samarthy, PwD, Artificial Limbs, Assistive Devices, Disability, BPL"
Pradhan Mantri Anusuchit Jaati Abhyuday Yojana (PM-AJAY) - Adarsh Gram,https://www.myscheme.gov.in/schemes/pmajay-ag,"The scheme aims to achieve integrated development of selected villages primarily through implementation of existing Central and State Government schemes in a convergent manner, ensuring access to quality services and infrastructure development in villages having SC population more than 40%.","Village, Scheduled Caste, Infrastructure, Education, Employment, Healthcare, Sanitation, Livelihood, Empowerment"
Pradhan Mantri Bhartiya Janaushadhi Pariyojana,https://www.myscheme.gov.in/schemes/pmbjp,"Pradhan Mantri Bhartiya Janaushadhi Pariyojana was launched by the Department of Pharmaceuticals, in November 2008. Under the scheme, dedicated outlets known as Janaushadhi Kendras are opened to make quality generic medicines available to all at affordable prices.","Medicine, Pharmaceutical, Healthcare, Entrepreneur, Janaushadhi, Generic Drugs"
Pradhan Mantri Garib Kalyan Anna Yojana,https://www.myscheme.gov.in/schemes/pm-gkay,"The scheme provides free food grain through the Public Distribution System, to all the priority households (ration card holders and those identified by the Antyodaya Anna Yojana scheme) - Migrants and the Poor.","Ration, Anna, Wheat, Rice, Food Grains"
PMMSY: Ice Plant/Cold Store of Minimum 30-Ton Capacity - Haryana,https://www.myscheme.gov.in/schemes/sfipcs,The subsidy for 30-ton capacity ice plants/cold storage units under Pradhan Mantri Matsya Sampada Yojana (PMMSY) supports the establishment of ice plants or cold storage facilities with a minimum capacity of 30 tons to improve fish preservation and cold chain infrastructure in Haryana.,"Entrepreneurs, Fish Farmers, Cold Chain Infrastructure, Fish Preservation"
PMMSY: Ice Plant/Cold Store of Minimum 20-Ton Capacity - Haryana,https://www.myscheme.gov.in/schemes/sfipcsomtc,The subsidy for 20-ton capacity ice plant/cold storage units under Pradhan Mantri Matsya Sampada Yojana (PMMSY) supports the establishment of ice plants or cold storage facilities with a minimum capacity of 20 tons to improve fish preservation and cold chain infrastructure in Haryana.,"Entrepreneurs, Fish Farmers, Fish Preservation, Cold Chain Infrastructure"
PMMSY: Establishment of large RAS / Biofloc culture system - Haryana,https://www.myscheme.gov.in/schemes/eol,"The scheme provides capital assistance for setting up large-scale Recirculatory Aquaculture Systems (RAS) and Biofloc culture systems to promote high-yield, sustainable fish farming.","Fish, Aquaculture, Biofloc, Farming, RAS"
PMMSY: Ice Plant/Cold Store of minimum 10-ton capacity Haryana,https://www.myscheme.gov.in/schemes/sfipcsomc,The subsidy for 10-ton capacity ice plant/cold storage units under Pradhan Mantri Matsya Sampada Yojana (PMMSY) supports the establishment of ice plants or cold storage facilities with a minimum capacity of 10 tons to improve fish preservation and cold chain infrastructure in Haryana.,"Fish Farmers, Entrepreneurs, Cold Chain Infrastructure, Fish Preservation"
PMMSY: Ice Plant/Cold Storage of Minimum 50-Ton Capacity - Haryana,https://www.myscheme.gov.in/schemes/sfipcsom,"This scheme provides financial assistance for setting up ice plants or cold storage units with a minimum capacity of 50 tons, supporting cold chain infrastructure under PMMSY.","Financial Assistance, Fish Quality, Fish Farmers, Entrepreneurs, Cold Chain"
Paddy Procurement Scheme Jharkhand,https://www.myscheme.gov.in/schemes/ppsj,"The ""Paddy Procurement Scheme"" 2012-13"" by the Food, Public Distribution, and Consumer Affairs Department, Government of Jharkhand, ensures that farmers receive minimum support price for paddy procurement, preventing distress sales and supporting food security.","Farmers, Food Security, Fair Compensation"
PVTGs Dakia Yojana (Chief Minister's Food Security Scheme),https://www.myscheme.gov.in/schemes/pdycmfss,"The ""PVTGs Dakia Yojana (Chief Minister's Food Security Scheme)"" by the Welfare Department, Government of Jharkhand. The scheme aims to ensure food security for Particularly Vulnerable Tribal Groups (PVTGs). It provides subsidized food grains to enhance their living conditions.","Food, PVTG, Doorstep Delivery"
Rastriya Arogya Nidhi - Health Minister’s Cancer Patient Fund,https://www.myscheme.gov.in/schemes/hmcpf,"The scheme-component aims to provide financial assistance to poor patients living below the poverty line and suffering from cancer, for their treatment at 27 Regional Cancer Centers (RCCs).","BPL, Cancer Treatment, Patient"
Readers Allowance to Visually Impaired Persons,https://www.myscheme.gov.in/schemes/ratvip,"'Readers Allowance to Visually Impaired Persons' scheme was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to provide readers allowance to visually impaired students, specific allowance rates based on the education level.","Student, Financial Assistance, Differently-abled Person, Readers Allowance, Visually Impaired"
Refund of Contribution Scheme (PBAOCWWB),https://www.myscheme.gov.in/schemes/rcs-pbaocwwb,"The ""Puducherry Building and Other Construction Workers Welfare Board"" repays the amount of contribution paid by the deceased beneficiary to the nominee of the deceased member. The amount is credited within 7 days through Direct Benefit Transfer (DBT) into the bank account of the nominee.","Death, Refund, DBT, Construction, Worker"
Refund of Subscriptions for the Construction Workers,https://www.myscheme.gov.in/schemes/rosftcw,"The “Refund of Subscriptions for the Construction Workers” scheme by the BOCW Welfare Board, Labour Department, West Bengal, is a welfare scheme that provides reimbursement of the entire subscription, with 8% interest, to the beneficiary at age 60, after 3 years if they choose to leave the Board, or","Labour, Construction Worker, Subscriptions Refund"
Registered BOC Workers in case of an Accidental Death (JKBOCWWB),https://www.myscheme.gov.in/schemes/rbwicoaadjkbocwwb,"The ""Registered BOC Workers in Case of Accidental Death"" scheme by the JKBOCW Welfare Board, Labour Department, Jammu & Kashmir, provides financial assistance to the nominee or dependents of registered BOC workers in the event of accidental death.","Worker, Construction, Labour, Financial Assistance, Accident, Death"
Registered Construction Worker in case of his/her Natural Death (JKBOCWWB),https://www.myscheme.gov.in/schemes/rcwicohndjkbocwwb,"The ""Registered Construction Worker in Case of His/Her Natural Death"" scheme by the JKBOCW Welfare Board, Labour Department, Jammu & Kashmir, provides financial assistance to the nominee or dependents of a registered construction worker in the event of their natural death.","Worker, Construction, Labour, Financial Assistance, Death"
Rehabilitation Treatment For The Disabled,https://www.myscheme.gov.in/schemes/rtfd,"The government of Meghalaya provides rehabilitation treatment for persons with disabilities under the ""Disability Rehabilitation Scheme"".","Medical Treatment, Assistive Devices, Rehabilitation Services, Training, Education"
Rehabilitation of Cured Leprosy Persons: Assistance to Parents,https://www.myscheme.gov.in/schemes/rclpap,"The scheme aims to provide financial assistance to the parents of Cured Leprosy Persons in order to support such parents in successfully bringing up their children against societal intolerance, stigma, discrimination and violence.","Leprosy Persons, Rehabilitation, Parents, Guardians"
